session_id,user_id,course_id,intent,user_query,ai_response_summary,tokens_used,satisfaction_score,created_at
AIS0008960,USR028809,CRS048722,Quiz Generation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4748,2,2026-04-09
AIS0008961,USR030486,CRS029307,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2864,5,2026-04-14
AIS0008962,USR046542,CRS034697,Assignment Help,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4854,5,2026-03-25
AIS0008963,USR043492,CRS014559,Concept Explanation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4999,3,2026-04-14
AIS0008964,USR018011,CRS042144,Quiz Generation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3772,1,2026-05-03
AIS0008965,USR026454,CRS020962,Career Guidance,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2606,1,2026-02-16
AIS0008966,USR017145,CRS016500,Concept Explanation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2414,4,2026-05-08
AIS0008967,USR001582,CRS036381,Revision,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1499,4,2026-03-03
AIS0008968,USR021104,CRS012731,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3783,5,2026-04-24
AIS0008969,USR013530,CRS010100,Concept Explanation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2165,3,2026-02-14
AIS0008970,USR026224,CRS022480,Doubt Solving,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2466,1,2026-05-01
AIS0008971,USR040544,CRS030249,Revision,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3059,3,2026-03-14
AIS0008972,USR009666,CRS032864,Career Guidance,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4837,2,2026-04-19
AIS0008973,USR045663,CRS047398,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",847,1,2026-03-18
AIS0008974,USR037215,CRS019121,Career Guidance,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2436,1,2026-02-26
AIS0008975,USR046734,CRS021504,Career Guidance,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1707,1,2026-03-19
AIS0008976,USR024136,CRS049503,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",561,1,2026-05-05
AIS0008977,USR015868,CRS014761,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4688,2,2026-05-01
AIS0008978,USR010253,CRS017084,Doubt Solving,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3065,4,2026-02-27
AIS0008979,USR012458,CRS021056,Concept Explanation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4554,1,2026-04-04
AIS0008980,USR024561,CRS047123,Assignment Help,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3127,4,2026-03-12
AIS0008981,USR006882,CRS010323,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2185,1,2026-03-09
AIS0008982,USR022843,CRS001308,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",436,1,2026-04-08
AIS0008983,USR041853,CRS038742,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4547,5,2026-02-23
AIS0008984,USR032826,CRS022411,Concept Explanation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4953,5,2026-04-19
AIS0008985,USR014365,CRS000972,Revision,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",719,1,2026-03-26
AIS0008986,USR014687,CRS043695,Assignment Help,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1703,5,2026-03-19
AIS0008987,USR035327,CRS011178,Concept Explanation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4919,2,2026-03-21
AIS0008988,USR048072,CRS007296,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",339,3,2026-03-03
AIS0008989,USR005799,CRS047570,Revision,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1262,2,2026-02-21
AIS0008990,USR025097,CRS012857,Career Guidance,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1316,4,2026-04-01
AIS0008991,USR043920,CRS034720,Revision,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2739,5,2026-03-16
AIS0008992,USR012606,CRS031172,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2752,4,2026-02-28
AIS0008993,USR023014,CRS035757,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2129,2,2026-03-04
AIS0008994,USR008079,CRS015066,Concept Explanation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4836,1,2026-03-17
AIS0008995,USR046556,CRS005452,Career Guidance,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1128,1,2026-02-15
AIS0008996,USR013496,CRS042686,Quiz Generation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4196,1,2026-03-04
AIS0008997,USR015142,CRS023876,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2025,5,2026-03-18
AIS0008998,USR023600,CRS039629,Revision,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1776,4,2026-03-14
AIS0008999,USR002994,CRS034607,Career Guidance,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3399,4,2026-03-16
AIS0009000,USR042344,CRS026135,Concept Explanation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",806,2,2026-03-03
AIS0009001,USR003514,CRS025544,Assignment Help,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3054,5,2026-03-03
AIS0009002,USR042287,CRS023205,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1448,3,2026-03-20
AIS0009003,USR011825,CRS010286,Doubt Solving,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4986,3,2026-02-28
AIS0009004,USR011833,CRS028232,Concept Explanation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1512,2,2026-04-19
AIS0009005,USR024659,CRS022167,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1437,1,2026-02-23
AIS0009006,USR013434,CRS014265,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2756,2,2026-03-04
AIS0009007,USR035519,CRS012420,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3596,3,2026-03-08
AIS0009008,USR012899,CRS008748,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4186,1,2026-05-07
AIS0009009,USR012943,CRS030960,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3355,5,2026-04-11
AIS0009010,USR034635,CRS030144,Concept Explanation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2104,4,2026-05-13
AIS0009011,USR018154,CRS029053,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2372,4,2026-05-07
AIS0009012,USR012022,CRS031933,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4657,2,2026-04-28
AIS0009013,USR030512,CRS006547,Revision,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4992,2,2026-04-24
AIS0009014,USR038406,CRS030754,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",276,4,2026-05-09
AIS0009015,USR044446,CRS031125,Concept Explanation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",485,5,2026-03-19
AIS0009016,USR020180,CRS037734,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3681,2,2026-02-18
AIS0009017,USR043450,CRS012770,Career Guidance,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",828,5,2026-04-01
AIS0009018,USR026441,CRS038267,Revision,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2457,4,2026-03-10
AIS0009019,USR027364,CRS006353,Assignment Help,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4416,5,2026-03-08
AIS0009020,USR023927,CRS034280,Career Guidance,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4383,5,2026-02-20
AIS0009021,USR015775,CRS042216,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",943,2,2026-02-12
AIS0009022,USR015606,CRS029913,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4259,1,2026-03-16
AIS0009023,USR045456,CRS001046,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2959,5,2026-04-12
AIS0009024,USR040917,CRS045732,Concept Explanation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4499,5,2026-03-28
AIS0009025,USR018358,CRS017072,Assignment Help,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",561,4,2026-03-13
AIS0009026,USR005102,CRS022188,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2556,5,2026-04-28
AIS0009027,USR049980,CRS009552,Quiz Generation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1397,4,2026-04-20
AIS0009028,USR031444,CRS016141,Concept Explanation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4909,4,2026-03-26
AIS0009029,USR009941,CRS036682,Career Guidance,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2000,1,2026-02-15
AIS0009030,USR034227,CRS013646,Doubt Solving,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2233,4,2026-04-01
AIS0009031,USR033597,CRS048789,Doubt Solving,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4339,1,2026-03-23
AIS0009032,USR032334,CRS038375,Quiz Generation,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1921,4,2026-03-26
AIS0009033,USR014051,CRS048106,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",976,5,2026-05-05
AIS0009034,USR046777,CRS035888,Assignment Help,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1396,4,2026-04-24
AIS0009035,USR016023,CRS020254,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3173,5,2026-05-04
AIS0009036,USR021024,CRS035930,Assignment Help,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3936,1,2026-04-03
AIS0009037,USR041594,CRS044424,Revision,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4651,5,2026-04-20
AIS0009038,USR010074,CRS001005,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3304,5,2026-03-17
AIS0009039,USR025106,CRS049785,Revision,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1541,3,2026-04-15
AIS0009040,USR043004,CRS012000,Doubt Solving,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3113,1,2026-05-07
AIS0009041,USR013059,CRS023803,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4608,2,2026-04-07
AIS0009042,USR007782,CRS011338,Doubt Solving,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2061,1,2026-04-09
AIS0009043,USR031695,CRS010216,Doubt Solving,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1287,3,2026-02-16
AIS0009044,USR036983,CRS006839,Concept Explanation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",813,3,2026-02-20
AIS0009045,USR037097,CRS027797,Doubt Solving,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2731,1,2026-05-07
AIS0009046,USR014351,CRS023772,Quiz Generation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4799,5,2026-04-20
AIS0009047,USR005812,CRS024975,Quiz Generation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4958,3,2026-03-26
AIS0009048,USR026443,CRS029520,Doubt Solving,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2502,4,2026-05-07
AIS0009049,USR030309,CRS028908,Doubt Solving,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2531,1,2026-03-26
AIS0009050,USR037416,CRS018921,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1919,1,2026-03-01
AIS0009051,USR027858,CRS033353,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3417,5,2026-02-27
AIS0009052,USR006815,CRS032142,Career Guidance,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",546,1,2026-03-17
AIS0009053,USR022194,CRS017211,Concept Explanation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",496,5,2026-05-01
AIS0009054,USR047078,CRS027353,Doubt Solving,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1492,2,2026-02-13
AIS0009055,USR006216,CRS030563,Concept Explanation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4133,2,2026-03-24
AIS0009056,USR008571,CRS012498,Concept Explanation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2609,5,2026-02-24
AIS0009057,USR016952,CRS028735,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1113,3,2026-04-06
AIS0009058,USR001551,CRS001796,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1975,1,2026-03-27
AIS0009059,USR008815,CRS042351,Revision,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4793,3,2026-04-27
AIS0009060,USR031614,CRS006556,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1453,4,2026-05-05
AIS0009061,USR044974,CRS022990,Quiz Generation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2680,5,2026-03-18
AIS0009062,USR015809,CRS005663,Quiz Generation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",819,3,2026-04-27
AIS0009063,USR007257,CRS021562,Career Guidance,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1571,4,2026-02-22
AIS0009064,USR044670,CRS023326,Concept Explanation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3541,1,2026-04-03
AIS0009065,USR005021,CRS002571,Career Guidance,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3903,5,2026-03-15
AIS0009066,USR040882,CRS001017,Doubt Solving,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2966,3,2026-04-06
AIS0009067,USR038648,CRS006849,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4641,4,2026-03-27
AIS0009068,USR016967,CRS010649,Doubt Solving,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4117,4,2026-04-04
AIS0009069,USR020380,CRS019850,Revision,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4305,1,2026-03-17
AIS0009070,USR030845,CRS047964,Doubt Solving,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1889,5,2026-04-23
AIS0009071,USR029907,CRS021696,Quiz Generation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2494,3,2026-03-28
AIS0009072,USR003018,CRS012852,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",270,3,2026-05-02
AIS0009073,USR027359,CRS018415,Concept Explanation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1651,2,2026-03-28
AIS0009074,USR041307,CRS007885,Revision,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4043,1,2026-05-13
AIS0009075,USR037165,CRS035976,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2426,2,2026-04-13
AIS0009076,USR016223,CRS018996,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3987,2,2026-03-06
AIS0009077,USR002838,CRS036605,Concept Explanation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",417,5,2026-04-07
AIS0009078,USR040318,CRS020487,Concept Explanation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4597,3,2026-03-07
AIS0009079,USR031604,CRS019335,Revision,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2873,2,2026-04-26
AIS0009080,USR001609,CRS026859,Revision,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",929,4,2026-02-18
AIS0009081,USR000059,CRS014600,Doubt Solving,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2268,2,2026-03-07
AIS0009082,USR030669,CRS002959,Revision,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",809,5,2026-04-04
AIS0009083,USR042923,CRS026618,Revision,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2682,2,2026-04-24
AIS0009084,USR041135,CRS006478,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1427,4,2026-04-03
AIS0009085,USR047003,CRS002176,Concept Explanation,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3398,1,2026-05-13
AIS0009086,USR031865,CRS035868,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3145,4,2026-03-01
AIS0009087,USR009547,CRS030802,Quiz Generation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4239,1,2026-03-17
AIS0009088,USR010934,CRS005559,Revision,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2064,1,2026-05-09
AIS0009089,USR006757,CRS016509,Revision,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3069,4,2026-02-14
AIS0009090,USR004733,CRS025672,Quiz Generation,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3743,5,2026-03-02
AIS0009091,USR045674,CRS015817,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",975,4,2026-03-30
AIS0009092,USR029960,CRS036054,Doubt Solving,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4944,5,2026-03-30
AIS0009093,USR036426,CRS033508,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4276,1,2026-03-29
AIS0009094,USR047315,CRS002149,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",767,1,2026-05-07
AIS0009095,USR043180,CRS040026,Revision,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1784,4,2026-02-25
AIS0009096,USR048526,CRS042224,Concept Explanation,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3600,5,2026-03-21
AIS0009097,USR013613,CRS049535,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2639,5,2026-05-03
AIS0009098,USR037502,CRS017502,Quiz Generation,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2045,1,2026-05-12
AIS0009099,USR046340,CRS024585,Doubt Solving,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4283,4,2026-05-11
AIS0009100,USR013721,CRS040947,Assignment Help,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2364,4,2026-05-02
AIS0009101,USR007051,CRS030096,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2799,1,2026-03-08
AIS0009102,USR018443,CRS036756,Career Guidance,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2783,5,2026-03-03
AIS0009103,USR000295,CRS000108,Doubt Solving,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2270,2,2026-03-24
AIS0009104,USR045755,CRS001311,Revision,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2462,2,2026-02-14
AIS0009105,USR017325,CRS042251,Concept Explanation,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3960,3,2026-02-15
AIS0009106,USR005850,CRS002990,Assignment Help,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1233,3,2026-04-10
AIS0009107,USR022928,CRS010829,Revision,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",613,3,2026-04-09
AIS0009108,USR038582,CRS022146,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1015,1,2026-03-22
AIS0009109,USR013884,CRS002056,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4680,5,2026-03-20
AIS0009110,USR009165,CRS001331,Quiz Generation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3042,4,2026-03-26
AIS0009111,USR032528,CRS013602,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1106,4,2026-03-23
AIS0009112,USR014518,CRS037283,Concept Explanation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",738,4,2026-05-02
AIS0009113,USR011948,CRS031328,Doubt Solving,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4509,5,2026-04-16
AIS0009114,USR015115,CRS043311,Assignment Help,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",403,2,2026-02-18
AIS0009115,USR032797,CRS010340,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1368,4,2026-02-26
AIS0009116,USR043670,CRS016342,Doubt Solving,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4236,3,2026-02-21
AIS0009117,USR011356,CRS047761,Doubt Solving,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1490,4,2026-04-27
AIS0009118,USR009941,CRS029542,Concept Explanation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4404,4,2026-03-16
AIS0009119,USR045729,CRS006757,Revision,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4423,1,2026-02-26
AIS0009120,USR024271,CRS041120,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3732,1,2026-04-23
AIS0009121,USR047605,CRS037087,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",897,2,2026-03-10
AIS0009122,USR026913,CRS031378,Assignment Help,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",926,1,2026-03-29
AIS0009123,USR040476,CRS015249,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2289,2,2026-02-26
AIS0009124,USR036160,CRS039650,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4963,1,2026-04-13
AIS0009125,USR000245,CRS007642,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",620,1,2026-02-27
AIS0009126,USR019495,CRS008366,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",347,3,2026-02-23
AIS0009127,USR046650,CRS043848,Concept Explanation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4980,2,2026-03-31
AIS0009128,USR043706,CRS037728,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1919,5,2026-04-22
AIS0009129,USR001194,CRS011927,Career Guidance,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1744,1,2026-02-28
AIS0009130,USR001610,CRS020175,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4154,2,2026-02-12
AIS0009131,USR030270,CRS043287,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4812,3,2026-03-03
AIS0009132,USR033292,CRS026548,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1022,5,2026-03-28
AIS0009133,USR035672,CRS033416,Quiz Generation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2193,5,2026-05-05
