course_id,course_title,slug,domain,level,language,course_format,duration_hours,price_inr,trainer_id,mapped_skill_ids,ai_generated_summary,has_ai_tutor,has_gamified_assessment,certificate_enabled,rating,enrollment_count,status,created_at
CRS000476,Governance Beginner Mastery Program 476,governance-beginner-mastery-program-476-476,Governance,Beginner,Kannada,Live Instructor-led,4,999,USR049659,SKL00080|SKL00230|SKL00346,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,4.3,963,Published,2026-04-24
CRS000477,Leadership Intermediate Mastery Program 477,leadership-intermediate-mastery-program-477-477,Leadership,Intermediate,Hindi,Simulation Lab,2,24999,USR032451,SKL00082|SKL00137|SKL00056|SKL00087,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.9,6139,Under Review,2026-02-13
CRS000478,Full Stack Beginner Mastery Program 478,full-stack-beginner-mastery-program-478-478,Full Stack,Beginner,Telugu,Simulation Lab,16,24999,USR012773,SKL00416|SKL00037|SKL00324|SKL00162|SKL00300,"This course builds practical capability in Full Stack through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,3.4,4624,Under Review,2024-07-23
CRS000479,Full Stack Expert Mastery Program 479,full-stack-expert-mastery-program-479-479,Full Stack,Expert,Gujarati,Hybrid,4,499,USR002131,SKL00297|SKL00392|SKL00274,"This course builds practical capability in Full Stack through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,False,True,3.4,5691,Draft,2024-08-07
CRS000480,Data Science Expert Mastery Program 480,data-science-expert-mastery-program-480-480,Data Science,Expert,Kannada,Simulation Lab,8,0,USR044686,SKL00070|SKL00193|SKL00112,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.6,4581,Draft,2025-11-10
CRS000481,Finance Intermediate Mastery Program 481,finance-intermediate-mastery-program-481-481,Finance,Intermediate,French,Hybrid,24,49999,USR014300,SKL00069|SKL00462|SKL00104|SKL00223|SKL00288,"This course builds practical capability in Finance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.8,8497,Archived,2025-11-28
CRS000482,Quality Management Intermediate Mastery Program 482,quality-management-intermediate-mastery-program-482-482,Quality Management,Intermediate,Kannada,Self-paced,8,499,USR042124,SKL00023|SKL00218|SKL00110|SKL00063|SKL00301|SKL00201,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.9,5983,Archived,2024-05-28
CRS000483,Sales Intermediate Mastery Program 483,sales-intermediate-mastery-program-483-483,Sales,Intermediate,Gujarati,Hybrid,80,499,USR029322,SKL00051|SKL00407|SKL00225|SKL00074|SKL00364|SKL00151,"This course builds practical capability in Sales through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.2,9734,Published,2025-01-27
CRS000484,HR Intermediate Mastery Program 484,hr-intermediate-mastery-program-484-484,HR,Intermediate,English,Cohort-based,120,0,USR026643,SKL00340|SKL00080|SKL00276|SKL00132|SKL00027,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.8,1075,Draft,2025-04-18
CRS000485,Sales Advanced Mastery Program 485,sales-advanced-mastery-program-485-485,Sales,Advanced,Gujarati,Hybrid,6,9999,USR025782,SKL00437|SKL00307|SKL00324,"This course builds practical capability in Sales through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,4.1,8663,Published,2025-10-24
CRS000486,Governance Beginner Mastery Program 486,governance-beginner-mastery-program-486-486,Governance,Beginner,English,Microlearning,4,4999,USR026044,SKL00267|SKL00352|SKL00261|SKL00075,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.0,7526,Published,2024-12-22
CRS000487,Digital Marketing Expert Mastery Program 487,digital-marketing-expert-mastery-program-487-487,Digital Marketing,Expert,Telugu,Live Instructor-led,60,999,USR017107,SKL00014|SKL00272|SKL00173|SKL00221|SKL00069,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,4.7,8488,Published,2024-07-27
CRS000488,Cybersecurity Intermediate Mastery Program 488,cybersecurity-intermediate-mastery-program-488-488,Cybersecurity,Intermediate,Telugu,Self-paced,2,0,USR028181,SKL00270|SKL00037|SKL00361|SKL00161|SKL00234,"This course builds practical capability in Cybersecurity through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.2,3000,Archived,2026-02-15
CRS000489,Digital Marketing Intermediate Mastery Program 489,digital-marketing-intermediate-mastery-program-489-489,Digital Marketing,Intermediate,Marathi,Self-paced,60,24999,USR019160,SKL00148|SKL00035|SKL00224|SKL00151|SKL00414,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.8,7186,Published,2025-04-05
CRS000490,Healthcare Beginner Mastery Program 490,healthcare-beginner-mastery-program-490-490,Healthcare,Beginner,French,Microlearning,60,4999,USR002938,SKL00324|SKL00459,"This course builds practical capability in Healthcare through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.0,2331,Under Review,2026-03-11
CRS000491,Digital Marketing Expert Mastery Program 491,digital-marketing-expert-mastery-program-491-491,Digital Marketing,Expert,Gujarati,Simulation Lab,6,4999,USR023110,SKL00060|SKL00018,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.2,751,Under Review,2025-05-27
CRS000492,Data Science Intermediate Mastery Program 492,data-science-intermediate-mastery-program-492-492,Data Science,Intermediate,Kannada,Hybrid,40,49999,USR006997,SKL00381|SKL00015|SKL00302|SKL00346|SKL00326|SKL00423,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.7,6228,Draft,2024-12-16
CRS000493,Data Science Intermediate Mastery Program 493,data-science-intermediate-mastery-program-493-493,Data Science,Intermediate,Tamil,Microlearning,12,4999,USR005600,SKL00054|SKL00440|SKL00013|SKL00323|SKL00172|SKL00084,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,3.8,4134,Under Review,2025-05-02
CRS000494,Digital Marketing Expert Mastery Program 494,digital-marketing-expert-mastery-program-494-494,Digital Marketing,Expert,Arabic,Simulation Lab,40,24999,USR001124,SKL00321|SKL00441|SKL00286|SKL00397|SKL00463,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,4.2,8817,Draft,2025-02-20
CRS000495,Healthcare Advanced Mastery Program 495,healthcare-advanced-mastery-program-495-495,Healthcare,Advanced,English,Live Instructor-led,40,24999,USR012519,SKL00465|SKL00090|SKL00312|SKL00419,"This course builds practical capability in Healthcare through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,4.8,3582,Under Review,2024-11-16
CRS000496,Data Science Intermediate Mastery Program 496,data-science-intermediate-mastery-program-496-496,Data Science,Intermediate,Hindi,Cohort-based,16,9999,USR048343,SKL00267|SKL00459,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,4.1,4800,Archived,2025-03-12
CRS000497,Full Stack Intermediate Mastery Program 497,full-stack-intermediate-mastery-program-497-497,Full Stack,Intermediate,Bengali,Live Instructor-led,6,49999,USR034705,SKL00265|SKL00481|SKL00441|SKL00020|SKL00462,"This course builds practical capability in Full Stack through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,3.4,394,Archived,2025-03-28
CRS000498,Manufacturing Beginner Mastery Program 498,manufacturing-beginner-mastery-program-498-498,Manufacturing,Beginner,Hindi,Microlearning,40,49999,USR036202,SKL00167|SKL00352|SKL00373|SKL00046|SKL00443|SKL00130,"This course builds practical capability in Manufacturing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.8,2999,Draft,2025-06-18
CRS000499,Finance Beginner Mastery Program 499,finance-beginner-mastery-program-499-499,Finance,Beginner,French,Simulation Lab,120,24999,USR011003,SKL00250|SKL00043|SKL00145,"This course builds practical capability in Finance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,3.9,6083,Draft,2024-08-23
CRS000500,Manufacturing Intermediate Mastery Program 500,manufacturing-intermediate-mastery-program-500-500,Manufacturing,Intermediate,Telugu,Self-paced,4,14999,USR034097,SKL00208|SKL00351|SKL00205|SKL00242|SKL00172,"This course builds practical capability in Manufacturing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.6,9655,Archived,2026-03-24
CRS000501,Quality Management Beginner Mastery Program 501,quality-management-beginner-mastery-program-501-501,Quality Management,Beginner,Bengali,Self-paced,60,1999,USR024977,SKL00479|SKL00491|SKL00176|SKL00223,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,False,True,4.3,3012,Archived,2024-09-24
CRS000502,Full Stack Expert Mastery Program 502,full-stack-expert-mastery-program-502-502,Full Stack,Expert,French,Microlearning,2,9999,USR004188,SKL00210|SKL00461|SKL00166|SKL00073|SKL00319|SKL00059,"This course builds practical capability in Full Stack through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.4,7086,Published,2024-10-12
CRS000503,Data Science Advanced Mastery Program 503,data-science-advanced-mastery-program-503-503,Data Science,Advanced,Gujarati,Hybrid,2,9999,USR048686,SKL00352|SKL00461|SKL00281|SKL00355,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,4.2,3751,Under Review,2026-02-22
CRS000504,Data Science Expert Mastery Program 504,data-science-expert-mastery-program-504-504,Data Science,Expert,Marathi,Self-paced,12,24999,USR037393,SKL00495|SKL00370|SKL00008|SKL00386,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,3.2,2546,Draft,2025-02-11
CRS000505,Data Science Beginner Mastery Program 505,data-science-beginner-mastery-program-505-505,Data Science,Beginner,Marathi,Self-paced,80,0,USR011289,SKL00414|SKL00061,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.8,6532,Under Review,2025-08-14
CRS000506,Digital Marketing Beginner Mastery Program 506,digital-marketing-beginner-mastery-program-506-506,Digital Marketing,Beginner,Bengali,Self-paced,16,499,USR020588,SKL00391|SKL00271|SKL00430|SKL00236,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.5,1991,Draft,2024-09-25
CRS000507,Quality Management Intermediate Mastery Program 507,quality-management-intermediate-mastery-program-507-507,Quality Management,Intermediate,English,Microlearning,80,0,USR029740,SKL00105|SKL00342|SKL00368|SKL00113|SKL00297,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.1,4831,Archived,2024-10-20
CRS000508,Data Science Intermediate Mastery Program 508,data-science-intermediate-mastery-program-508-508,Data Science,Intermediate,Bengali,Hybrid,120,49999,USR003884,SKL00303|SKL00394,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.8,4834,Archived,2025-11-28
CRS000509,Healthcare Beginner Mastery Program 509,healthcare-beginner-mastery-program-509-509,Healthcare,Beginner,Telugu,Hybrid,24,4999,USR035703,SKL00364|SKL00253,"This course builds practical capability in Healthcare through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.3,9549,Under Review,2025-11-22
CRS000510,HR Beginner Mastery Program 510,hr-beginner-mastery-program-510-510,HR,Beginner,Kannada,Self-paced,60,24999,USR012397,SKL00315|SKL00411|SKL00358|SKL00352,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,3.4,3536,Draft,2024-06-14
CRS000511,Quality Management Expert Mastery Program 511,quality-management-expert-mastery-program-511-511,Quality Management,Expert,Bengali,Microlearning,80,0,USR040337,SKL00192|SKL00188|SKL00145|SKL00068|SKL00172,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.8,1158,Draft,2025-09-19
CRS000512,Governance Beginner Mastery Program 512,governance-beginner-mastery-program-512-512,Governance,Beginner,Arabic,Hybrid,2,49999,USR006166,SKL00167|SKL00409,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.6,950,Archived,2025-01-31
CRS000513,Data Science Beginner Mastery Program 513,data-science-beginner-mastery-program-513-513,Data Science,Beginner,Arabic,Simulation Lab,8,14999,USR004244,SKL00280|SKL00099|SKL00137|SKL00050,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.2,5373,Under Review,2024-10-01
CRS000514,Governance Expert Mastery Program 514,governance-expert-mastery-program-514-514,Governance,Expert,Telugu,Simulation Lab,80,999,USR035603,SKL00173|SKL00295|SKL00162|SKL00337,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,False,True,3.5,6215,Draft,2025-04-23
CRS000515,Sales Advanced Mastery Program 515,sales-advanced-mastery-program-515-515,Sales,Advanced,Arabic,Cohort-based,2,14999,USR012747,SKL00022|SKL00297|SKL00353|SKL00088,"This course builds practical capability in Sales through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.2,5881,Archived,2024-12-23
CRS000516,Quality Management Intermediate Mastery Program 516,quality-management-intermediate-mastery-program-516-516,Quality Management,Intermediate,Telugu,Microlearning,40,499,USR022070,SKL00430|SKL00224|SKL00301,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.3,2249,Draft,2024-12-23
CRS000517,Healthcare Advanced Mastery Program 517,healthcare-advanced-mastery-program-517-517,Healthcare,Advanced,Bengali,Hybrid,80,14999,USR010788,SKL00049|SKL00272|SKL00308,"This course builds practical capability in Healthcare through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,False,True,4.9,5854,Archived,2025-01-13
CRS000518,Governance Advanced Mastery Program 518,governance-advanced-mastery-program-518-518,Governance,Advanced,Arabic,Microlearning,120,14999,USR013074,SKL00390|SKL00364|SKL00095,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.5,5134,Published,2024-07-09
CRS000519,Data Science Expert Mastery Program 519,data-science-expert-mastery-program-519-519,Data Science,Expert,Telugu,Hybrid,2,499,USR013570,SKL00275|SKL00088,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,5.0,5804,Draft,2024-11-24
CRS000520,Cybersecurity Beginner Mastery Program 520,cybersecurity-beginner-mastery-program-520-520,Cybersecurity,Beginner,Hindi,Self-paced,40,499,USR001036,SKL00056|SKL00003|SKL00006|SKL00205|SKL00137,"This course builds practical capability in Cybersecurity through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.4,7007,Draft,2025-11-19
CRS000521,Digital Marketing Intermediate Mastery Program 521,digital-marketing-intermediate-mastery-program-521-521,Digital Marketing,Intermediate,Gujarati,Microlearning,6,499,USR009803,SKL00227|SKL00023,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,3.9,2948,Draft,2025-10-09
CRS000522,Finance Advanced Mastery Program 522,finance-advanced-mastery-program-522-522,Finance,Advanced,Kannada,Self-paced,4,24999,USR049615,SKL00154|SKL00261|SKL00135,"This course builds practical capability in Finance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.5,1263,Archived,2025-10-17
CRS000523,Finance Intermediate Mastery Program 523,finance-intermediate-mastery-program-523-523,Finance,Intermediate,Telugu,Hybrid,6,9999,USR000684,SKL00447|SKL00136|SKL00243|SKL00096|SKL00038,"This course builds practical capability in Finance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,4.3,1307,Archived,2026-03-23
CRS000524,AI Intermediate Mastery Program 524,ai-intermediate-mastery-program-524-524,AI,Intermediate,French,Hybrid,60,49999,USR004715,SKL00409|SKL00171,"This course builds practical capability in AI through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,4.7,3054,Under Review,2024-05-26
CRS000525,Finance Advanced Mastery Program 525,finance-advanced-mastery-program-525-525,Finance,Advanced,English,Hybrid,80,49999,USR021855,SKL00468|SKL00080|SKL00110,"This course builds practical capability in Finance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,3.9,1491,Under Review,2024-11-07
CRS000526,Project Management Advanced Mastery Program 526,project-management-advanced-mastery-program-526-526,Project Management,Advanced,Tamil,Live Instructor-led,40,49999,USR037470,SKL00386|SKL00089|SKL00320,"This course builds practical capability in Project Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,4.9,8747,Archived,2024-09-26
CRS000527,Digital Marketing Advanced Mastery Program 527,digital-marketing-advanced-mastery-program-527-527,Digital Marketing,Advanced,French,Microlearning,6,499,USR004749,SKL00099|SKL00131|SKL00142|SKL00207|SKL00296|SKL00206,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.5,1654,Published,2024-11-23
CRS000528,Quality Management Advanced Mastery Program 528,quality-management-advanced-mastery-program-528-528,Quality Management,Advanced,Telugu,Simulation Lab,16,1999,USR031111,SKL00363|SKL00297|SKL00076|SKL00343|SKL00035,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,3.7,5228,Published,2025-10-15
CRS000529,Leadership Advanced Mastery Program 529,leadership-advanced-mastery-program-529-529,Leadership,Advanced,English,Cohort-based,24,24999,USR030534,SKL00293|SKL00423|SKL00258|SKL00184|SKL00050|SKL00432,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,3.3,709,Archived,2024-11-07
CRS000530,HR Beginner Mastery Program 530,hr-beginner-mastery-program-530-530,HR,Beginner,Hindi,Simulation Lab,16,0,USR024718,SKL00221|SKL00327|SKL00067,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.4,8292,Published,2025-05-30
CRS000531,Digital Marketing Expert Mastery Program 531,digital-marketing-expert-mastery-program-531-531,Digital Marketing,Expert,Arabic,Hybrid,2,9999,USR039981,SKL00218|SKL00132|SKL00070|SKL00009|SKL00302|SKL00303,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,3.3,7351,Under Review,2026-01-01
CRS000532,Cloud Intermediate Mastery Program 532,cloud-intermediate-mastery-program-532-532,Cloud,Intermediate,Marathi,Cohort-based,12,999,USR041875,SKL00224|SKL00021|SKL00319|SKL00032|SKL00349,"This course builds practical capability in Cloud through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.5,8257,Published,2024-07-11
CRS000533,Quality Management Advanced Mastery Program 533,quality-management-advanced-mastery-program-533-533,Quality Management,Advanced,Hindi,Simulation Lab,40,24999,USR018067,SKL00099|SKL00443|SKL00387,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.4,1605,Published,2025-03-15
CRS000534,Governance Expert Mastery Program 534,governance-expert-mastery-program-534-534,Governance,Expert,Marathi,Hybrid,8,1999,USR011877,SKL00392|SKL00349|SKL00016|SKL00445|SKL00500|SKL00376,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.5,9140,Published,2025-06-23
CRS000535,AI Intermediate Mastery Program 535,ai-intermediate-mastery-program-535-535,AI,Intermediate,French,Self-paced,2,4999,USR042474,SKL00078|SKL00302|SKL00122,"This course builds practical capability in AI through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.9,3568,Published,2025-04-12
CRS000536,Digital Marketing Expert Mastery Program 536,digital-marketing-expert-mastery-program-536-536,Digital Marketing,Expert,Tamil,Self-paced,120,49999,USR015212,SKL00158|SKL00003|SKL00074,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.6,2130,Archived,2024-11-05
CRS000537,Manufacturing Intermediate Mastery Program 537,manufacturing-intermediate-mastery-program-537-537,Manufacturing,Intermediate,Arabic,Self-paced,16,14999,USR030505,SKL00342|SKL00310|SKL00178|SKL00188|SKL00022|SKL00402,"This course builds practical capability in Manufacturing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.5,2148,Draft,2025-10-11
CRS000538,AI Advanced Mastery Program 538,ai-advanced-mastery-program-538-538,AI,Advanced,Hindi,Self-paced,4,0,USR001315,SKL00366|SKL00152,"This course builds practical capability in AI through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.7,632,Draft,2025-06-18
CRS000539,Quality Management Expert Mastery Program 539,quality-management-expert-mastery-program-539-539,Quality Management,Expert,Kannada,Live Instructor-led,40,9999,USR008514,SKL00079|SKL00019|SKL00315|SKL00151|SKL00460|SKL00048,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,False,True,4.0,4862,Under Review,2024-12-03
CRS000540,Digital Marketing Intermediate Mastery Program 540,digital-marketing-intermediate-mastery-program-540-540,Digital Marketing,Intermediate,Hindi,Simulation Lab,12,499,USR000053,SKL00474|SKL00100,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,4.5,6075,Published,2024-08-28
CRS000541,Governance Expert Mastery Program 541,governance-expert-mastery-program-541-541,Governance,Expert,Arabic,Hybrid,6,0,USR013410,SKL00139|SKL00093|SKL00413,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.8,9853,Under Review,2024-05-16
CRS000542,Digital Marketing Intermediate Mastery Program 542,digital-marketing-intermediate-mastery-program-542-542,Digital Marketing,Intermediate,French,Hybrid,24,1999,USR006476,SKL00408|SKL00471|SKL00320,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,5.0,7779,Archived,2025-02-16
CRS000543,Data Science Expert Mastery Program 543,data-science-expert-mastery-program-543-543,Data Science,Expert,Marathi,Hybrid,40,4999,USR013273,SKL00376|SKL00495,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,3.3,6761,Published,2024-10-04
CRS000544,HR Intermediate Mastery Program 544,hr-intermediate-mastery-program-544-544,HR,Intermediate,French,Self-paced,60,4999,USR003194,SKL00117|SKL00152|SKL00053|SKL00371|SKL00156,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.9,8536,Draft,2025-01-22
CRS000545,Governance Advanced Mastery Program 545,governance-advanced-mastery-program-545-545,Governance,Advanced,English,Microlearning,8,24999,USR047810,SKL00256|SKL00334|SKL00112,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.2,2518,Archived,2025-01-23
CRS000546,Cloud Advanced Mastery Program 546,cloud-advanced-mastery-program-546-546,Cloud,Advanced,English,Self-paced,24,999,USR029406,SKL00154|SKL00306|SKL00087|SKL00046|SKL00452|SKL00210,"This course builds practical capability in Cloud through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.0,2487,Published,2025-10-10
CRS000547,HR Advanced Mastery Program 547,hr-advanced-mastery-program-547-547,HR,Advanced,Gujarati,Self-paced,6,9999,USR016919,SKL00433|SKL00037|SKL00361|SKL00399,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,4.4,4602,Archived,2025-11-12
CRS000548,Sales Expert Mastery Program 548,sales-expert-mastery-program-548-548,Sales,Expert,Gujarati,Cohort-based,40,499,USR047257,SKL00115|SKL00367,"This course builds practical capability in Sales through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,4.8,2157,Archived,2025-11-10
CRS000549,Data Science Intermediate Mastery Program 549,data-science-intermediate-mastery-program-549-549,Data Science,Intermediate,Telugu,Self-paced,120,1999,USR011445,SKL00327|SKL00255,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,3.8,4692,Archived,2025-10-06
CRS000550,Full Stack Intermediate Mastery Program 550,full-stack-intermediate-mastery-program-550-550,Full Stack,Intermediate,Kannada,Cohort-based,6,999,USR033110,SKL00159|SKL00324|SKL00062|SKL00225|SKL00078|SKL00405,"This course builds practical capability in Full Stack through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.3,358,Archived,2026-04-07
CRS000551,Leadership Intermediate Mastery Program 551,leadership-intermediate-mastery-program-551-551,Leadership,Intermediate,English,Hybrid,24,49999,USR038117,SKL00422|SKL00001|SKL00083|SKL00361|SKL00203|SKL00105,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.8,3482,Under Review,2025-02-18
CRS000552,Quality Management Beginner Mastery Program 552,quality-management-beginner-mastery-program-552-552,Quality Management,Beginner,Hindi,Live Instructor-led,4,14999,USR019396,SKL00001|SKL00051|SKL00357|SKL00197|SKL00491|SKL00118,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.3,497,Draft,2025-09-19
CRS000553,HR Expert Mastery Program 553,hr-expert-mastery-program-553-553,HR,Expert,Gujarati,Simulation Lab,6,9999,USR000301,SKL00032|SKL00009|SKL00109|SKL00014|SKL00329|SKL00061,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.2,8087,Under Review,2026-01-12
CRS000554,Leadership Intermediate Mastery Program 554,leadership-intermediate-mastery-program-554-554,Leadership,Intermediate,Gujarati,Self-paced,60,9999,USR044922,SKL00326|SKL00371|SKL00359|SKL00143|SKL00099,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.7,9797,Published,2025-03-22
