thread_id,category,course_id,created_by_user_id,title,description,reply_count,accepted_answer_user_id,ai_answer_generated,status,created_at
FRM001901,AI Forum,CRS049087,USR012889,How to solve a practical challenge in Governance? #1901,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",89,USR040394,True,Resolved,2025-12-16
FRM001902,AI Forum,CRS007520,USR002149,How to solve a practical challenge in Sales? #1902,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",291,,True,Open,2026-02-04
FRM001903,Doubt Solving,,USR035775,How to solve a practical challenge in Healthcare? #1903,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",74,,True,Pinned,2025-12-14
FRM001904,Trainer Q&A,CRS045570,USR044430,How to solve a practical challenge in Project Management? #1904,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",238,,True,Closed,2026-02-15
FRM001905,Career Guidance,CRS005659,USR037727,How to solve a practical challenge in Sales? #1905,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",31,USR033966,True,Pinned,2025-12-18
FRM001906,Industry Discussion,CRS024745,USR020109,How to solve a practical challenge in Manufacturing? #1906,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",260,USR042132,False,Pinned,2025-11-20
FRM001907,Career Guidance,CRS026996,USR042706,How to solve a practical challenge in Cybersecurity? #1907,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",92,USR026597,True,Pinned,2025-12-29
FRM001908,Assessment Help,CRS000792,USR011961,How to solve a practical challenge in Sales? #1908,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",120,USR017226,True,Closed,2026-03-23
FRM001909,Career Guidance,CRS019564,USR036470,How to solve a practical challenge in Cloud? #1909,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",49,,True,Open,2026-04-14
FRM001910,Assessment Help,CRS033458,USR018993,How to solve a practical challenge in Governance? #1910,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",269,,True,Pinned,2026-01-21
FRM001911,AI Forum,,USR039042,How to solve a practical challenge in Governance? #1911,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",74,,True,Resolved,2026-01-27
FRM001912,Career Guidance,CRS049658,USR020770,How to solve a practical challenge in Sales? #1912,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",289,USR014099,True,Open,2026-01-06
FRM001913,Project Help,CRS012002,USR048683,How to solve a practical challenge in Leadership? #1913,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",108,,False,Closed,2026-04-01
FRM001914,Doubt Solving,CRS004829,USR022361,How to solve a practical challenge in HR? #1914,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",210,,False,Open,2025-12-01
FRM001915,AI Forum,,USR004143,How to solve a practical challenge in Cybersecurity? #1915,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",75,,False,Pinned,2026-05-05
FRM001916,Career Guidance,CRS007646,USR010235,How to solve a practical challenge in Data Science? #1916,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",195,USR034234,True,Resolved,2025-12-04
FRM001917,AI Forum,CRS027701,USR008444,How to solve a practical challenge in Project Management? #1917,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",148,,True,Open,2026-03-27
FRM001918,Industry Discussion,,USR049052,How to solve a practical challenge in HR? #1918,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",62,,True,Open,2025-11-29
FRM001919,Doubt Solving,CRS012111,USR031727,How to solve a practical challenge in Cloud? #1919,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",66,USR049422,False,Resolved,2026-03-03
FRM001920,Industry Discussion,CRS010393,USR041722,How to solve a practical challenge in Quality Management? #1920,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",201,,True,Pinned,2026-02-15
FRM001921,Doubt Solving,CRS026166,USR037207,How to solve a practical challenge in Full Stack? #1921,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",84,USR000225,True,Resolved,2026-05-10
FRM001922,Industry Discussion,CRS009160,USR048078,How to solve a practical challenge in AI? #1922,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",174,,False,Open,2025-11-16
FRM001923,Assessment Help,CRS023999,USR003784,How to solve a practical challenge in Sales? #1923,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",127,USR040789,True,Pinned,2025-11-23
FRM001924,Industry Discussion,,USR002568,How to solve a practical challenge in AI? #1924,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",171,USR049137,False,Open,2026-01-28
FRM001925,Assessment Help,CRS033109,USR026605,How to solve a practical challenge in Project Management? #1925,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",84,USR011504,False,Closed,2026-01-04
FRM001926,Career Guidance,CRS008100,USR020322,How to solve a practical challenge in Sales? #1926,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",73,,False,Resolved,2026-04-14
FRM001927,Trainer Q&A,,USR020365,How to solve a practical challenge in Healthcare? #1927,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",263,,True,Pinned,2026-01-09
FRM001928,Doubt Solving,CRS042004,USR030063,How to solve a practical challenge in Quality Management? #1928,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",157,USR045940,False,Pinned,2026-01-27
FRM001929,Project Help,CRS001907,USR013926,How to solve a practical challenge in Digital Marketing? #1929,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",254,,True,Closed,2026-02-24
FRM001930,AI Forum,,USR048106,How to solve a practical challenge in Leadership? #1930,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",265,USR020360,True,Closed,2025-12-07
FRM001931,Trainer Q&A,,USR001282,How to solve a practical challenge in Manufacturing? #1931,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",235,USR008367,False,Resolved,2025-11-29
FRM001932,AI Forum,CRS018552,USR020540,How to solve a practical challenge in Leadership? #1932,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",199,USR016668,True,Resolved,2026-02-17
FRM001933,AI Forum,,USR032874,How to solve a practical challenge in Quality Management? #1933,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",97,USR008087,False,Open,2026-03-09
FRM001934,Assessment Help,,USR040990,How to solve a practical challenge in Sales? #1934,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",292,USR021448,True,Pinned,2025-12-03
FRM001935,Trainer Q&A,CRS018954,USR028703,How to solve a practical challenge in Digital Marketing? #1935,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",242,,True,Resolved,2026-03-06
FRM001936,AI Forum,,USR016103,How to solve a practical challenge in Project Management? #1936,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",217,,True,Pinned,2025-11-28
FRM001937,AI Forum,CRS014200,USR002208,How to solve a practical challenge in Leadership? #1937,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",79,USR000186,True,Open,2026-02-27
FRM001938,Project Help,,USR000531,How to solve a practical challenge in Manufacturing? #1938,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",229,,False,Open,2025-12-11
FRM001939,Trainer Q&A,,USR031234,How to solve a practical challenge in Sales? #1939,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",129,,True,Open,2026-01-30
FRM001940,Project Help,CRS012456,USR007056,How to solve a practical challenge in Healthcare? #1940,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",238,,False,Open,2025-11-19
FRM001941,Doubt Solving,CRS028212,USR031766,How to solve a practical challenge in Governance? #1941,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",166,USR045827,False,Pinned,2026-01-30
FRM001942,Doubt Solving,CRS031780,USR005775,How to solve a practical challenge in Leadership? #1942,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",157,USR043706,True,Closed,2026-02-26
FRM001943,Trainer Q&A,CRS018495,USR039790,How to solve a practical challenge in Governance? #1943,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",167,USR030794,True,Pinned,2026-01-02
FRM001944,Trainer Q&A,CRS007920,USR000878,How to solve a practical challenge in AI? #1944,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",92,,True,Open,2025-12-04
FRM001945,Industry Discussion,CRS026248,USR046382,How to solve a practical challenge in Cybersecurity? #1945,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",104,,True,Open,2026-01-24
FRM001946,Project Help,CRS031690,USR039198,How to solve a practical challenge in Data Science? #1946,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",83,USR017270,True,Resolved,2026-03-16
FRM001947,Assessment Help,CRS043811,USR004608,How to solve a practical challenge in Digital Marketing? #1947,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",78,USR019771,True,Open,2026-04-19
FRM001948,Doubt Solving,CRS042859,USR004518,How to solve a practical challenge in Quality Management? #1948,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",156,USR045635,False,Closed,2026-04-18
FRM001949,AI Forum,,USR000174,How to solve a practical challenge in Leadership? #1949,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",130,,False,Open,2026-01-02
FRM001950,Project Help,CRS003901,USR014974,How to solve a practical challenge in Cybersecurity? #1950,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",246,,False,Pinned,2025-12-12
FRM001951,Doubt Solving,CRS028983,USR045129,How to solve a practical challenge in Healthcare? #1951,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",10,,True,Open,2026-01-19
FRM001952,Career Guidance,CRS004895,USR009427,How to solve a practical challenge in AI? #1952,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",52,USR007631,True,Pinned,2026-01-22
FRM001953,Project Help,,USR034817,How to solve a practical challenge in Manufacturing? #1953,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",208,USR048733,True,Resolved,2025-12-29
FRM001954,Trainer Q&A,CRS021719,USR015394,How to solve a practical challenge in Leadership? #1954,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",138,USR035066,True,Pinned,2025-11-16
FRM001955,Trainer Q&A,,USR038565,How to solve a practical challenge in AI? #1955,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",92,USR014729,True,Resolved,2026-05-12
FRM001956,Trainer Q&A,CRS043671,USR048061,How to solve a practical challenge in HR? #1956,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",205,USR041793,True,Resolved,2026-03-23
FRM001957,Career Guidance,CRS026975,USR025283,How to solve a practical challenge in Manufacturing? #1957,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",278,,False,Open,2026-05-02
FRM001958,AI Forum,,USR036328,How to solve a practical challenge in Cybersecurity? #1958,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",264,,True,Open,2026-01-03
FRM001959,Assessment Help,,USR012715,How to solve a practical challenge in Cloud? #1959,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",202,USR040691,True,Resolved,2025-11-16
FRM001960,Assessment Help,CRS046282,USR018472,How to solve a practical challenge in AI? #1960,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",136,,False,Resolved,2025-12-08
FRM001961,Trainer Q&A,CRS022429,USR038480,How to solve a practical challenge in Digital Marketing? #1961,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",153,,False,Closed,2026-01-19
FRM001962,Career Guidance,CRS005037,USR029052,How to solve a practical challenge in Leadership? #1962,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",214,,False,Closed,2026-02-15
FRM001963,AI Forum,,USR003991,How to solve a practical challenge in Governance? #1963,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",278,USR028606,False,Pinned,2026-01-03
FRM001964,Industry Discussion,CRS047256,USR046230,How to solve a practical challenge in Data Science? #1964,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",94,USR020634,False,Closed,2026-04-20
FRM001965,Assessment Help,,USR023047,How to solve a practical challenge in Quality Management? #1965,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",189,USR022800,True,Closed,2026-03-05
FRM001966,Trainer Q&A,CRS018956,USR048400,How to solve a practical challenge in Quality Management? #1966,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",216,,True,Pinned,2026-01-10
FRM001967,Assessment Help,CRS012387,USR047737,How to solve a practical challenge in Digital Marketing? #1967,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",4,USR010963,True,Closed,2026-03-27
FRM001968,Doubt Solving,CRS037689,USR020003,How to solve a practical challenge in Manufacturing? #1968,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",156,USR029433,True,Closed,2026-04-20
FRM001969,Trainer Q&A,CRS023497,USR034364,How to solve a practical challenge in Finance? #1969,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",298,USR034780,False,Closed,2026-04-27
FRM001970,Trainer Q&A,CRS020771,USR040572,How to solve a practical challenge in Digital Marketing? #1970,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",219,,False,Resolved,2026-04-12
FRM001971,AI Forum,,USR040032,How to solve a practical challenge in Leadership? #1971,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",64,,False,Resolved,2026-04-05
FRM001972,Industry Discussion,CRS017086,USR001042,How to solve a practical challenge in Healthcare? #1972,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",107,,False,Resolved,2025-11-16
FRM001973,Assessment Help,CRS036177,USR011906,How to solve a practical challenge in Digital Marketing? #1973,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",126,USR002931,True,Open,2026-01-26
FRM001974,Doubt Solving,CRS025222,USR045034,How to solve a practical challenge in Project Management? #1974,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",41,USR043926,True,Open,2026-02-20
FRM001975,Trainer Q&A,CRS005506,USR001631,How to solve a practical challenge in Digital Marketing? #1975,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",125,USR015916,False,Pinned,2026-03-02
FRM001976,Assessment Help,,USR035207,How to solve a practical challenge in Manufacturing? #1976,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",77,,False,Resolved,2025-11-16
FRM001977,Trainer Q&A,CRS043315,USR045838,How to solve a practical challenge in Governance? #1977,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",164,,True,Closed,2026-01-19
FRM001978,Doubt Solving,CRS020827,USR000617,How to solve a practical challenge in Healthcare? #1978,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",78,USR033780,False,Resolved,2026-01-13
FRM001979,Industry Discussion,CRS027960,USR040070,How to solve a practical challenge in Full Stack? #1979,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",224,,True,Open,2025-11-24
FRM001980,Career Guidance,CRS014969,USR006425,How to solve a practical challenge in HR? #1980,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",255,,True,Open,2026-01-16
FRM001981,Project Help,,USR038272,How to solve a practical challenge in Finance? #1981,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",56,,True,Closed,2025-11-16
FRM001982,Assessment Help,CRS016036,USR028349,How to solve a practical challenge in Finance? #1982,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",299,USR008197,True,Resolved,2026-01-29
FRM001983,Doubt Solving,,USR007379,How to solve a practical challenge in Governance? #1983,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",238,,False,Resolved,2026-03-01
FRM001984,Industry Discussion,CRS043162,USR049030,How to solve a practical challenge in Sales? #1984,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",55,,True,Closed,2025-11-23
FRM001985,Project Help,CRS007485,USR003637,How to solve a practical challenge in Finance? #1985,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",218,,False,Open,2026-05-03
FRM001986,Trainer Q&A,CRS011612,USR002444,How to solve a practical challenge in Sales? #1986,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",56,USR018141,True,Resolved,2026-03-16
FRM001987,Career Guidance,CRS006913,USR017692,How to solve a practical challenge in Full Stack? #1987,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",112,,False,Resolved,2026-01-22
FRM001988,Project Help,,USR005765,How to solve a practical challenge in AI? #1988,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",292,USR022476,True,Closed,2026-02-27
FRM001989,Industry Discussion,CRS018352,USR006647,How to solve a practical challenge in Full Stack? #1989,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",257,USR044060,False,Open,2026-03-23
FRM001990,Project Help,CRS016741,USR026781,How to solve a practical challenge in Governance? #1990,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",81,USR041339,False,Pinned,2026-02-22
FRM001991,Industry Discussion,CRS025612,USR018612,How to solve a practical challenge in Quality Management? #1991,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",252,USR007559,False,Resolved,2026-03-13
FRM001992,Assessment Help,,USR048347,How to solve a practical challenge in Cloud? #1992,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",282,,True,Open,2025-12-19
FRM001993,Project Help,CRS032270,USR030260,How to solve a practical challenge in Manufacturing? #1993,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",26,,True,Open,2025-12-05
FRM001994,Project Help,,USR034306,How to solve a practical challenge in Cloud? #1994,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",81,,False,Pinned,2026-04-28
FRM001995,Doubt Solving,,USR030438,How to solve a practical challenge in Healthcare? #1995,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",248,USR001893,True,Pinned,2026-01-04
FRM001996,Trainer Q&A,CRS016162,USR030250,How to solve a practical challenge in Healthcare? #1996,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",219,USR047760,False,Resolved,2026-02-12
FRM001997,Project Help,,USR003483,How to solve a practical challenge in Data Science? #1997,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",94,,True,Resolved,2026-03-05
FRM001998,Assessment Help,CRS041346,USR047983,How to solve a practical challenge in Project Management? #1998,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",188,USR019551,True,Closed,2026-01-10
FRM001999,Doubt Solving,CRS021954,USR047134,How to solve a practical challenge in Quality Management? #1999,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",220,USR002171,True,Resolved,2025-11-19
FRM002000,Career Guidance,CRS005540,USR001158,How to solve a practical challenge in Data Science? #2000,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",55,,True,Resolved,2026-05-11
FRM002001,Project Help,CRS046532,USR039910,How to solve a practical challenge in Cybersecurity? #2001,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",188,USR002440,False,Open,2026-01-22
FRM002002,AI Forum,CRS010294,USR041940,How to solve a practical challenge in Full Stack? #2002,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",143,USR036451,False,Pinned,2026-05-10
FRM002003,Trainer Q&A,,USR047072,How to solve a practical challenge in Healthcare? #2003,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",148,USR027313,False,Open,2025-11-18
FRM002004,Career Guidance,CRS017794,USR041108,How to solve a practical challenge in HR? #2004,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",190,USR028078,False,Open,2025-11-19
FRM002005,Assessment Help,,USR048083,How to solve a practical challenge in Data Science? #2005,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",195,USR014756,True,Pinned,2026-03-08
FRM002006,Doubt Solving,,USR040061,How to solve a practical challenge in Cybersecurity? #2006,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",95,USR018327,False,Open,2026-04-07
FRM002007,AI Forum,CRS031668,USR000753,How to solve a practical challenge in Leadership? #2007,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",184,,True,Open,2026-03-07
FRM002008,Career Guidance,,USR009681,How to solve a practical challenge in Data Science? #2008,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",69,,False,Open,2026-02-01
FRM002009,AI Forum,CRS043000,USR007202,How to solve a practical challenge in Digital Marketing? #2009,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",12,USR019533,False,Resolved,2026-03-26
FRM002010,AI Forum,CRS043178,USR044208,How to solve a practical challenge in Full Stack? #2010,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",228,USR031827,True,Open,2025-11-24
FRM002011,Trainer Q&A,CRS018380,USR013498,How to solve a practical challenge in Governance? #2011,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",28,,True,Resolved,2026-01-26
FRM002012,AI Forum,CRS049156,USR034695,How to solve a practical challenge in Project Management? #2012,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",250,USR030669,True,Resolved,2026-02-10
FRM002013,Trainer Q&A,,USR004359,How to solve a practical challenge in Digital Marketing? #2013,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",162,USR033335,True,Closed,2026-04-19
FRM002014,Career Guidance,,USR021220,How to solve a practical challenge in HR? #2014,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",207,,True,Pinned,2025-11-15
FRM002015,AI Forum,CRS041022,USR039156,How to solve a practical challenge in Project Management? #2015,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",66,,False,Closed,2026-03-14
FRM002016,Project Help,,USR033193,How to solve a practical challenge in Manufacturing? #2016,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",270,USR043402,True,Open,2026-02-01
FRM002017,Career Guidance,CRS002472,USR040118,How to solve a practical challenge in Governance? #2017,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",102,USR014571,True,Resolved,2026-01-31
FRM002018,Industry Discussion,CRS021371,USR011043,How to solve a practical challenge in Cloud? #2018,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",171,USR028769,True,Open,2026-01-16
FRM002019,Industry Discussion,CRS039452,USR026951,How to solve a practical challenge in Cloud? #2019,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",240,USR045510,True,Pinned,2025-11-24
FRM002020,AI Forum,,USR015711,How to solve a practical challenge in Project Management? #2020,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",157,USR011165,True,Open,2026-01-25
FRM002021,Industry Discussion,CRS000873,USR037994,How to solve a practical challenge in AI? #2021,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",160,USR037764,True,Closed,2026-01-26
FRM002022,Doubt Solving,CRS001341,USR030260,How to solve a practical challenge in HR? #2022,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",263,USR007133,True,Resolved,2026-03-19
FRM002023,Project Help,CRS005928,USR039829,How to solve a practical challenge in Cybersecurity? #2023,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",91,,False,Open,2026-01-20
FRM002024,AI Forum,CRS025800,USR016985,How to solve a practical challenge in Digital Marketing? #2024,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",11,,True,Open,2025-12-25
FRM002025,Industry Discussion,CRS008939,USR041598,How to solve a practical challenge in Manufacturing? #2025,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",243,USR019036,True,Pinned,2026-01-09
FRM002026,AI Forum,,USR047016,How to solve a practical challenge in Finance? #2026,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",47,,True,Pinned,2026-01-23
FRM002027,Career Guidance,CRS026053,USR049350,How to solve a practical challenge in Digital Marketing? #2027,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",126,USR019991,True,Resolved,2026-02-08
FRM002028,Industry Discussion,CRS012759,USR049844,How to solve a practical challenge in Data Science? #2028,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",280,USR005675,True,Pinned,2026-02-28
FRM002029,Industry Discussion,,USR023775,How to solve a practical challenge in Governance? #2029,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",169,USR020046,True,Closed,2026-03-02
FRM002030,Career Guidance,CRS047368,USR013737,How to solve a practical challenge in HR? #2030,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",148,USR046183,True,Resolved,2026-03-19
FRM002031,Industry Discussion,CRS012564,USR039126,How to solve a practical challenge in Cloud? #2031,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",278,USR017487,True,Open,2026-03-24
FRM002032,Assessment Help,CRS018612,USR017684,How to solve a practical challenge in Quality Management? #2032,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",230,,False,Resolved,2026-01-05
FRM002033,Industry Discussion,CRS018206,USR021336,How to solve a practical challenge in Quality Management? #2033,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",155,USR035412,True,Resolved,2026-04-24
FRM002034,AI Forum,CRS045226,USR029227,How to solve a practical challenge in Digital Marketing? #2034,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",156,,True,Pinned,2026-03-11
FRM002035,Project Help,CRS020562,USR041222,How to solve a practical challenge in Leadership? #2035,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",258,,True,Pinned,2025-12-01
FRM002036,Assessment Help,,USR048688,How to solve a practical challenge in Data Science? #2036,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",18,,True,Closed,2025-11-21
FRM002037,Doubt Solving,CRS006149,USR006410,How to solve a practical challenge in Data Science? #2037,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",65,USR012310,False,Closed,2026-03-05
FRM002038,Project Help,CRS027858,USR027656,How to solve a practical challenge in Full Stack? #2038,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",235,,True,Open,2026-03-24
FRM002039,Trainer Q&A,CRS029966,USR049606,How to solve a practical challenge in AI? #2039,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",112,,True,Closed,2026-05-08
FRM002040,Career Guidance,CRS006516,USR008632,How to solve a practical challenge in Full Stack? #2040,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",43,,False,Open,2026-02-09
FRM002041,Trainer Q&A,CRS015670,USR001144,How to solve a practical challenge in Sales? #2041,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",201,,True,Pinned,2026-05-12
FRM002042,Assessment Help,CRS036060,USR040064,How to solve a practical challenge in Governance? #2042,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",271,USR022808,False,Pinned,2025-12-30
